PassengerId	Survived	Pclass	Name	Sex	Age	SibSp	Parch	Ticket	Fare	Cabin	Embarked	ship
552	0	2	"Sharp, Mr. Percival James R"	male	27	0	0	244358	26		S	Titanic
553	0	3	"O'Brien, Mr. Timothy"	male		0	0	330979	7,8292		Q	Titanic
554	1	3	"Leeni, Mr. Fahim (""Philip Zenni"")"	male	22	0	0	2620	7,225		C	Titanic
555	1	3	"Ohman, Miss. Velin"	female	22	0	0	347085	7,775		S	Titanic
556	0	1	"Wright, Mr. George"	male	62	0	0	113807	26,55		S	Titanic
557	1	1	"Duff Gordon, Lady. (Lucille Christiana Sutherland) (""Mrs Morgan"")"	female	48	1	0	11755	39,6	A16	C	Titanic
558	0	1	"Robbins, Mr. Victor"	male		0	0	"PC 17757"	227,525		C	Titanic
559	1	1	"Taussig, Mrs. Emil (Tillie Mandelbaum)"	female	39	1	1	110413	79,65	E67	S	Titanic
560	1	3	"de Messemaeker, Mrs. Guillaume Joseph (Emma)"	female	36	1	0	345572	17,4		S	Titanic
561	0	3	"Morrow, Mr. Thomas Rowan"	male		0	0	372622	7,75		Q	Titanic
562	0	3	"Sivic, Mr. Husein"	male	40	0	0	349251	7,8958		S	Titanic
563	0	2	"Norman, Mr. Robert Douglas"	male	28	0	0	218629	13,5		S	Titanic
564	0	3	"Simmons, Mr. John"	male		0	0	"SOTON/OQ 392082"	8,05		S	Titanic
565	0	3	"Meanwell, Miss. (Marion Ogden)"	female		0	0	"SOTON/O.Q. 392087"	8,05		S	Titanic
566	0	3	"Davies, Mr. Alfred J"	male	24	2	0	"A/4 48871"	24,15		S	Titanic
567	0	3	"Stoytcheff, Mr. Ilia"	male	19	0	0	349205	7,8958		S	Titanic
568	0	3	"Palsson, Mrs. Nils (Alma Cornelia Berglund)"	female	29	0	4	349909	21,075		S	Titanic
569	0	3	"Doharr, Mr. Tannous"	male		0	0	2686	7,2292		C	Titanic
570	1	3	"Jonsson, Mr. Carl"	male	32	0	0	350417	7,8542		S	Titanic
571	1	2	"Harris, Mr. George"	male	62	0	0	"S.W./PP 752"	10,5		S	Titanic
572	1	1	"Appleton, Mrs. Edward Dale (Charlotte Lamson)"	female	53	2	0	11769	51,4792	C101	S	Titanic
573	1	1	"Flynn, Mr. John Irwin (""Irving"")"	male	36	0	0	"PC 17474"	26,3875	E25	S	Titanic
574	1	3	"Kelly, Miss. Mary"	female		0	0	14312	7,75		Q	Titanic
575	0	3	"Rush, Mr. Alfred George John"	male	16	0	0	"A/4. 20589"	8,05		S	Titanic
576	0	3	"Patchett, Mr. George"	male	19	0	0	358585	14,5		S	Titanic
577	1	2	"Garside, Miss. Ethel"	female	34	0	0	243880	13		S	Titanic
578	1	1	"Silvey, Mrs. William Baird (Alice Munger)"	female	39	1	0	13507	55,9	E44	S	Titanic
579	0	3	"Caram, Mrs. Joseph (Maria Elias)"	female		1	0	2689	14,4583		C	Titanic
580	1	3	"Jussila, Mr. Eiriik"	male	32	0	0	"STON/O 2. 3101286"	7,925		S	Titanic
581	1	2	"Christy, Miss. Julie Rachel"	female	25	1	1	237789	30		S	Titanic
582	1	1	"Thayer, Mrs. John Borland (Marian Longstreth Morris)"	female	39	1	1	17421	110,8833	C68	C	Titanic
583	0	2	"Downton, Mr. William James"	male	54	0	0	28403	26		S	Titanic
584	0	1	"Ross, Mr. John Hugo"	male	36	0	0	13049	40,125	A10	C	Titanic
585	0	3	"Paulner, Mr. Uscher"	male		0	0	3411	8,7125		C	Titanic
586	1	1	"Taussig, Miss. Ruth"	female	18	0	2	110413	79,65	E68	S	Titanic
587	0	2	"Jarvis, Mr. John Denzil"	male	47	0	0	237565	15		S	Titanic
588	1	1	"Frolicher-Stehli, Mr. Maxmillian"	male	60	1	1	13567	79,2	B41	C	Titanic
589	0	3	"Gilinski, Mr. Eliezer"	male	22	0	0	14973	8,05		S	Titanic
590	0	3	"Murdlin, Mr. Joseph"	male		0	0	"A./5. 3235"	8,05		S	Titanic
591	0	3	"Rintamaki, Mr. Matti"	male	35	0	0	"STON/O 2. 3101273"	7,125		S	Titanic
592	1	1	"Stephenson, Mrs. Walter Bertram (Martha Eustis)"	female	52	1	0	36947	78,2667	D20	C	Titanic
593	0	3	"Elsbury, Mr. William James"	male	47	0	0	"A/5 3902"	7,25		S	Titanic
594	0	3	"Bourke, Miss. Mary"	female		0	2	364848	7,75		Q	Titanic
595	0	2	"Chapman, Mr. John Henry"	male	37	1	0	"SC/AH 29037"	26		S	Titanic
596	0	3	"Van Impe, Mr. Jean Baptiste"	male	36	1	1	345773	24,15		S	Titanic
597	1	2	"Leitch, Miss. Jessie Wills"	female		0	0	248727	33		S	Titanic
598	0	3	"Johnson, Mr. Alfred"	male	49	0	0	LINE	0		S	Titanic
599	0	3	"Boulos, Mr. Hanna"	male		0	0	2664	7,225		Co	Titanic
600	1	1	"Duff Gordon, Sir. Cosmo Edmund (""Mr Morgan"")"	male	49	1	0	"PC 17485"	56,9292	A20	C	Titanic
601	1	2	"Jacobsohn, Mrs. Sidney Samuel (Amy Frances Christy)"	female	24	2	1	243847	27		S	Titanic
602	0	3	"Slabenoff, Mr. Petco"	male		0	0	349214	7,8958		S	Titanic
603	0	1	"Harrington, Mr. Charles H"	male		0	0	113796	42,4		S	Titanic
604	0	3	"Torber, Mr. Ernst William"	male	44	0	0	364511	8,05		S	Titanic
605	1	1	"Homer, Mr. Harry (""Mr E Haven"")"	male	35	0	0	111426	26,55		C	Titanic
606	0	3	"Lindell, Mr. Edvard Bengtsson"	male	36	1	0	349910	15,55		S	Titanic
607	0	3	"Karaic, Mr. Milan"	male	30	0	0	349246	7,8958		S	Titanic
608	1	1	"Daniel, Mr. Robert Williams"	male	27	0	0	113804	30,5		S	Titanic
609	1	2	"Laroche, Mrs. Joseph (Juliette Marie Louise Lafargue)"	female	22	1	2	"SC/Paris 2123"	41,5792		C	Titanic
610	1	1	"Shutes, Miss. Elizabeth W"	female	40	0	0	"PC 17582"	153,4625	C125	S	Titanic
611	0	3	"Andersson, Mrs. Anders Johan (Alfrida Konstantia Brogren)"	female	39	1	5	347082	31,275		S	Titanic
612	0	3	"Jardin, Mr. Jose Neto"	male		0	0	"SOTON/O.Q. 3101305"	7,05		S	Titanic
613	1	3	"Murphy, Miss. Margaret Jane"	female		1	0	367230	15,5		Q	Titanic
614	0	3	"Horgan, Mr. John"	male		0	0	370377	7,75		Q	Titanic
615	0	3	"Brocklebank, Mr. William Alfred"	male	35	0	0	364512	8,05		S	Titanic
616	1	2	"Herman, Miss. Alice"	female	24	1	2	220845	65		S	Titanic
617	0	3	"Danbom, Mr. Ernst Gilbert"	male	34	1	1	347080	14,4		S	Titanic
618	0	3	"Lobb, Mrs. William Arthur (Cordelia K Stanlick)"	female	26	1	0	"A/5. 3336"	16,1		S	Titanic
619	1	2	"Becker, Miss. Marion Louise"	female	4	2	1	230136	39	F4	S	Titanic
620	0	2	"Gavey, Mr. Lawrence"	male	26	0	0	31028	10,5		S	Titanic
621	0	3	"Yasbeck, Mr. Antoni"	male	27	1	0	2659	14,4542		C	Titanic
622	1	1	"Kimball, Mr. Edwin Nelson Jr"	male	42	1	0	11753	52,5542	D19	S	Titanic
623	1	3	"Nakid, Mr. Sahid"	male	20	1	1	2653	15,7417		C	Titanic
624	0	3	"Hansen, Mr. Henry Damsgaard"	male	21	0	0	350029	7,8542		S	Titanic
625	0	3	"Bowen, Mr. David John ""Dai"""	male	21	0	0	54636	16,1		S	Titanic
626	0	1	"Sutton, Mr. Frederick"	male	61	0	0	36963	32,3208	D50	S	Titanic
627	0	2	"Kirkland, Rev. Charles Leonard"	male	57	0	0	219533	12,35		Qe	Titanic
628	1	1	"Longley, Miss. Gretchen Fiske"	femmale	21	0	0	13502	77,9583	D9	S	Titanic
629	0	3	"Bostandyeff, Mr. Guentcho"	male	26	0	0	349224	7,8958		S	Titanic
630	0	3	"O'Connell, Mr. Patrick D"	male		0	0	334912	7,7333		Q	Titanic
631	1	1	"Barkworth, Mr. Algernon Henry Wilson"	male	80	0	0	27042	30	A23	S	Titanic
632	0	3	"Lundahl, Mr. Johan Svensson"	male	51	0	0	347743	7,0542		S	Titanic
633	1	1	"Stahelin-Maeglin, Dr. Max"	male	32	0	0	13214	30,5	B50	C	Titanic
634	0	1	"Parr, Mr. William Henry Marsh"	male		0	0	112052	0		S	Titanic
635	0	3	"Skoog, Miss. Mabel"	female	9	3	2	347088	27,9		S	Titanic
636	1	2	"Davis, Miss. Mary"	female	28	0	0	237668	13		S	Titanic
637	0	3	"Leinonen, Mr. Antti Gustaf"	male	32	0	0	"STON/O 2. 3101292"	7,925		S	Titanic
638	0	2	"Collyer, Mr. Harvey"	male	31	1	1	"C.A. 31921"	26,25		S	Titanic
639	0	3	"Panula, Mrs. Juha (Maria Emilia Ojala)"	female	41	0	5	3101295	39,6875		S	Titanic
640	0	3	"Thorneycroft, Mr. Percival"	male		1	0	376564	16,1		S	Titanic
641	0	3	"Jensen, Mr. Hans Peder"	male	20	0	0	350050	7,8542		S	Titanic
642	1	1	"Sagesser, Mlle. Emma"	female	24	0	0	"PC 17477"	69,3	B35	C	Titanic
643	0	3	"Skoog, Miss. Margit Elizabeth"	female	2	3	2	347088	27,9		S	Titanic
644	1	3	"Foo, Mr. Choong"	male		0	0	1601	56,4958		S	Titanic
645	1	3	"Baclini, Miss. Eugenie"	female	0,75	2	1	2666	19,2583		C	Titanic
646	1	1	"Harper, Mr. Henry Sleeper"	male	48	1	0	"PC 17572"	76,7292	D33	C	Titanic
647	0	3	"Cor, Mr. Liudevit"	male	19	0	0	349231	7,8958		S	Titanic
648	1	1	"Simonius-Blumer, Col. Oberst Alfons"	male	56	0	0	13213	35,5	A26	C	Titanic
649	0	3	"Willey, Mr. Edward"	male		0	0	"S.O./P.P. 751"	7,55		S	Titanic
650	1	3	"Stanley, Miss. Amy Zillah Elsie"	female	23	0	0	"CA. 2314"	7,55		S	Titanic
651	0	3	"Mitkoff, Mr. Mito"	male		0	0	349221	7,8958		S	Titanic
652	1	2	"Doling, Miss. Elsie"	female	18	0	1	231919	23		S	Titanic
653	0	3	"Kalvik, Mr. Johannes Halvorsen"	male	21	0	0	8475	8,4333		S	Titanic
654	1	3	"O'Leary, Miss. Hanora ""Norah"""	female		0	0	330919	7,8292		Q	Titanic
655	0	3	"Hegarty, Miss. Hanora ""Nora"""	female	18	0	0	365226	6,75		Q	Titanic
656	0	2	"Hickman, Mr. Leonard Mark"	male	24	2	0	"S.O.C. 14879"	73,5		S	Titanic
657	0	3	"Radeff, Mr. Alexander"	male		0	0	349223	7,8958		S	Titanic
658	0	3	"Bourke, Mrs. John (Catherine)"	female	32	1	1	364849	15,5		Q	Titanic
659	0	2	"Eitemiller, Mr. George Floyd"	male	23	0	0	29751	13		S	Titanic
660	0	1	"Newell, Mr. Arthur Webster"	male	58	0	2	35273	113,275	D48	C	Titanic
661	1	1	"Frauenthal, Dr. Henry William"	male	50	2	0	"PC 17611"	133,65		S	Titanic
662	0	3	"Badt, Mr. Mohamed"	male	40	0	0	2623	7,225		C	Titanic
663	0	1	"Colley, Mr. Edward Pomeroy"	male	47	0	0	5727	25,5875	E58	S	Titanic
664	0	3	"Coleff, Mr. Peju"	male	36	0	0	349210	7,4958		S	Titanic
665	1	3	"Lindqvist, Mr. Eino William"	male	20	1	0	"STON/O 2. 3101285"	7,925		S	Titanic
666	0	2	"Hickman, Mr. Lewis"	male	32	2	0	"S.O.C. 14879"	73,5		S	Titanic
667	0	2	"Butler, Mr. Reginald Fenton"	male	250	0	0	234686	13		S	Titanic
668	0	3	"Rommetvedt, Mr. Knud Paust"	male		0	0	312993	7,775		S	Titanic
669	0	3	"Cook, Mr. Jacob"	male	43	0	0	"A/5 3536"	8,05		S	Titanic
670	1	1	"Taylor, Mrs. Elmer Zebley (Juliet Cummins Wright)"	female		1	0	19996	52	C126	S	Titanic
671	1	2	"Brown, Mrs. Thomas William Solomon (Elizabeth Catherine Ford)"	female	40	1	1	29750	39		S	Titanic
672	0	1	"Davidson, Mr. Thornton"	male	31	1	0	"F.C. 12750"	52	B71	S	Titanic
673	0	2	"Mitchell, Mr. Henry Michael"	male	70	0	0	"C.A. 24580"	10,5		S	Titanic
674	1	2	"Wilhelms, Mr. Charles"	male	31	0	0	244270	13		S	Titanic
675	0	2	"Watson, Mr. Ennis Hastings"	male		0	0	239856	0		S	Titanic
676	0	3	"Edvardsson, Mr. Gustaf Hjalmar"	male	18	0	0	349912	7,775		S	Titanic
677	0	3	"Sawyer, Mr. Frederick Charles"	male	24,5	0	0	342826	8,05		S	Titanic
678	1	3	"Turja, Miss. Anna Sofia"	female	18	0	0	4138	9,8417		S	Titanic
225	1	1	"Hoytt, Mr. Frederick Maxfield"	male	38	1	0	19943	90	C93	S	Titanic
680	1	1	"Cardeza, Mr. Thomas Drake Martinez"	male	36	0	1	"PC 17755"	512,3292	"B51 B53 B55"	C	Titanic
681	0	3	"Peters, Miss. Katie"	female		0	0	330935	8,1375		Q	Titanic
682	1	1	"Hassab, Mr. Hammad"	male	27	0	0	"PC 17572"	76,7292	D49	C	Titanic
683	0	3	"Olsvigen, Mr. Thor Anderson"	male	20	0	0	6563	9,225		S	Titanic
684	0	3	"Goodwin, Mr. Charles Edward"	male	14	5	2	"CA 2144"	46,9		S	Titanic
685	0	2	"Brown, Mr. Thomas William Solomon"	male	60	1	1	29750	39		S	Titanic
686	0	2	"Laroche, Mr. Joseph Philippe Lemercier"	male	25	1	2	"SC/Paris 2123"	41,5792		C	Titanic
687	0	3	"Panula, Mr. Jaako Arnold"	male	14	4	1	3101295	39,6875		S	Titanic
688	0	3	"Dakic, Mr. Branko"	male	19	0	0	349228	10,1708		S	Titanic
689	0	3	"Fischer, Mr. Eberhard Thelander"	male	18	0	0	350036	7,7958		S	Titanic
690	1	1	"Madill, Miss. Georgette Alexandra"	female	15	0	1	24160	211,3375	B5	S	Titanic
691	1	1	"Dick, Mr. Albert Adrian"	male	31	1	0	17474	57	B20	S	Titanic
692	1	3	"Karun, Miss. Manca"	female	4	0	1	349256	13,4167		C	Titanic
693	1	3	"Lam, Mr. Ali"	male		0	0	1601	56,4958		S	Titanic
694	0	3	"Saad, Mr. Khalil"	male	25	0	0	2672	7,225		C	Titanic
695	0	1	"Weir, Col. John"	male	60	0	0	113800	26,55		S	Titanic
696	0	2	"Chapman, Mr. Charles Henry"	male	52	0	0	248731	13,5		S	Titanic
697	0	3	"Kelly, Mr. James"	male	44	0	0	363592	8,05		S	Titanic
698	1	3	"Mullens, Miss. Katherine ""Katie"""	female		0	0	35852	7,7333		Q	Titanic
699	0	1	"Thayer, Mr. John Borland"	male	49	1	1	17421	110,8833	C68	C	Titanic
700	0	3	"Humblen, Mr. Adolf Mathias Nicolai Olsen"	male	42	0	0	348121	7,65	"F G63"	S	Titanic
701	1	1	"Astor, Mrs. John Jacob (Madeleine Talmadge Force)"	female	18	1	0	"PC 17757"	227,525	"C62 C64"	C	Titanic
702	1	1	"Silverthorne, Mr. Spencer Victor"	male	35	0	0	"PC 17475"	26,2875	E24	S	Titanic
703	0	3	"Barbara, Miss. Saiide"	female	18	0	1	2691	14,4542		C	Titanic
704	0	3	"Gallagher, Mr. Martin"	male	25	0	0	36864	7,7417		Q	Titanic
705	0	3	"Hansen, Mr. Henrik Juul"	male	26	1	0	350025	7,8542		S	Titanic
706	0	2	"Morley, Mr. Henry Samuel (""Mr Henry Marshall"")"	male	39	0	0	250655	26		S	Titanic
707	1	2	"Kelly, Mrs. Florence ""Fannie"""	female	45	0	0	223596	13,5		S	Titanic
708	1	1	"Calderhead, Mr. Edward Pennington"	male	42	0	0	"PC 17476"	26,2875	E24	S	Titanic
709	1	1	"Cleaver, Miss. Alice"	female	22	0	0	113781	151,55		S	Titanic
710	1	3	"Moubarek, Master. Halim Gonios (""William George"")"	male		1	1	2661	15,2458		C	Titanic
711	1	1	"Mayne, Mlle. Berthe Antonine (""Mrs de Villiers"")"	female	24	0	0	"PC 17482"	49,5042	C90	C	Titanic
712	0	1	"Klaber, Mr. Herman"	male		0	0	113028	26,55	C124	S	Titanic
713	1	1	"Taylor, Mr. Elmer Zebley"	male	48	1	0	19996	52	C126	S	Titanic
714	0	3	"Larsson, Mr. August Viktor"	male	29	0	0	7545	9,4833		S	Titanic
715	0	2	"Greenberg, Mr. Samuel"	male	52	0	0	250647	13		S	Titanic
716	0	3	"Soholt, Mr. Peter Andreas Lauritz Andersen"	male	19	0	0	348124	7,65	"F G73"	S	Titanic
717	1	1	"Endres, Miss. Caroline Louise"	female	38	0	0	"PC 17757"	227,525	C45	C	Titanic
718	1	2	"Troutt, Miss. Edwina Celia ""Winnie"""	female	27	0	0	34218	10,5	E101	S	Titanic
719	0	3	"McEvoy, Mr. Michael"	male		0	0	36568	15,5		Q	Titanic
720	0	3	"Johnson, Mr. Malkolm Joackim"	male	33	0	0	347062	7,775		S	Titanic
721	1	2	"Harper, Miss. Annie Jessie ""Nina"""	female	6	0	1	248727	33		S	Titanic
722	0	3	"Jensen, Mr. Svend Lauritz"	male	17	1	0	350048	7,0542		S	Titanic
723	0	2	"Gillespie, Mr. William Henry"	male	34	0	0	12233	13		S	Titanic
724	0	2	"Hodges, Mr. Henry Price"	male	50	0	0	250643	13		S	Titanic
725	1	1	"Chambers, Mr. Norman Campbell"	male	27	1	0	113806	53,1	E8	S	Titanic
726	0	3	"Oreskovic, Mr. Luka"	male	20	0	0	315094	8,6625		S	Titanic
727	1	2	"Renouf, Mrs. Peter Henry (Lillian Jefferys)"	female	30	3	0	31027	21		S	Titanic
728	1	3	"Mannion, Miss. Margareth"	female		0	0	36866	7,7375		Q	Titanic
729	0	2	"Bryhl, Mr. Kurt Arnold Gottfrid"	male	25	1	0	236853	26		S	Titanic
730	0	3	"Ilmakangas, Miss. Pieta Sofia"	female	25	1	0	"STON/O2. 3101271"	7,925		S	Titanic
731	1	1	"Allen, Miss. Elisabeth Walton"	female	29	0	0	24160	211,3375	B5	S	Titanic
732	0	3	"Hassan, Mr. Houssein G N"	male	11	0	0	2699	18,7875		C	Titanic
733	0	2	"Knight, Mr. Robert J"	male		0	0	239855	0		S	Titanic
734	0	2	"Berriman, Mr. William John"	male	23	0	0	28425	13		S	Titanic
735	0	2	"Troupiansky, Mr. Moses Aaron"	male	23	0	0	233639	13		S	Titanic
736	0	3	"Williams, Mr. Leslie"	male	28,5	0	0	54636	16,1		S	Titanic
737	0	3	"Ford, Mrs. Edward (Margaret Ann Watson)"	female	48	1	3	"W./C. 6608"	34,375		S	Titanic
738	1	1	"Lesurer, Mr. Gustave J"	male	35	0	0	"PC 17755"	512,3292	B101	C	Titanic
739	0	3	"Ivanoff, Mr. Kanio"	male		0	0	349201	7,8958		S	Titanic
740	0	3	"Nankoff, Mr. Minko"	male		0	0	349218	7,8958		S	Titanic
741	1	1	"Hawksford, Mr. Walter James"	male		0	0	16988	30	D45	S	Titanic
742	0	1	"Cavendish, Mr. Tyrell William"	male	36	1	0	19877	78,85	C46	S	Titanic
743	1	1	"Ryerson, Miss. Susan Parker ""Suzette"""	female	21	2	2	"PC 17608"	262,375	"B57 B59 B63 B66"	C	Titanic
744	0	3	"McNamee, Mr. Neal"	male	24	1	0	376566	16,1		S	Titanic
745	1	3	"Stranden, Mr. Juho"	male	31	0	0	"STON/O 2. 3101288"	7,925		S	Titanic
746	0	1	"Crosby, Capt. Edward Gifford"	male	70	1	1	"WE/P 5735"	71	B22	S	Titanic
747	0	3	"Abbott, Mr. Rossmore Edward"	male	16	1	1	"C.A. 2673"	20,25		S	Titanic
748	1	2	"Sinkkonen, Miss. Anna"	female	30	0	0	250648	13		S	Titanic
749	0	1	"Marvin, Mr. Daniel Warner"	male	19	1	0	113773	53,1	D30	S	Titanic
750	0	3	"Connaghton, Mr. Michael"	male	31	0	0	335097	7,75		Q	Titanic
751	1	2	"Wells, Miss. Joan"	female	4	1	1	29103	23		S	Titanic
752	1	3	"Moor, Master. Meier"	male	6	0	1	392096	12,475	E121	S	Titanic
753	0	3	"Vande Velde, Mr. Johannes Joseph"	male	33	0	0	345780	9,5		S	Titanic
754	0	3	"Jonkoff, Mr. Lalio"	male	23	0	0	349204	7,8958		S	Titanic
755	1	2	"Herman, Mrs. Samuel (Jane Laver)"	female	48	1	2	220845	65		S	Titanic
756	1	2	"Hamalainen, Master. Viljo"	male	0,67	1	1	250649	14,5		S	Titanic
757	0	3	"Carlsson, Mr. August Sigfrid"	male	28	0	0	350042	7,7958		S	Titanic
758	0	2	"Bailey, Mr. Percy Andrew"	male	18	0	0	29108	11,5		S	Titanic
759	0	3	"Theobald, Mr. Thomas Leonard"	male	34	0	0	363294	8,05		S	Titanic
760	1	1	"Rothes, the Countess. of (Lucy Noel Martha Dyer-Edwards)"	female	33	0	0	110152	86,5	B77	S	Titanic
761	0	3	"Garfirth, Mr. John"	male		0	0	358585	14,5		S	Titanic
762	0	3	"Nirva, Mr. Iisakki Antino Aijo"	male	41	0	0	"SOTON/O2 3101272"	7,125		S	Titanic
763	1	3	"Barah, Mr. Hanna Assi"	male	20	0	0	2663	7,2292		C	Titanic
764	1	1	"Carter, Mrs. William Ernest (Lucile Polk)"	female	36	1	2	113760	120	"B96 B98"	S	Titanic
765	0	3	"Eklund, Mr. Hans Linus"	male	16	0	0	347074	7,775		S	Titanic
766	1	1	"Hogeboom, Mrs. John C (Anna Andrews)"	female	51	1	0	13502	77,9583	D11	S	Titanic
767	0	1	"Brewe, Dr. Arthur Jackson"	male		0	0	112379	39,6		C	Titanic
768	0	3	"Mangan, Miss. Mary"	female	30,5	0	0	364850	7,75		Q	Titanic
769	0	3	"Moran, Mr. Daniel J"	male		1	0	371110	24,15		Q	Titanic
770	0	3	"Gronnestad, Mr. Daniel Danielsen"	male	32	0	0	8471	8,3625		S	Titanic
771	0	3	"Lievens, Mr. Rene Aime"	male	24	0	0	345781	9,5		S	Titanic
772	0	3	"Jensen, Mr. Niels Peder"	male	48	0	0	350047	7,8542		S	Titanic
773	0	2	"Mack, Mrs. (Mary)"	female	57	0	0	"S.O./P.P. 3"	10,5	E77	S	Titanic
774	0	3	"Elias, Mr. Dibo"	male		0	0	2674	7,225		C	Titanic
775	1	2	"Hocking, Mrs. Elizabeth (Eliza Needs)"	female	54	1	3	29105	23		S	Titanic
776	0	3	"Myhrman, Mr. Pehr Fabian Oliver Malkolm"	male	18	0	0	347078	7,75		S	Titanic
777	0	3	"Tobin, Mr. Roger"	male		0	0	383121	7,75	F38	Q	Titanic
778	1	3	"Emanuel, Miss. Virginia Ethel"	female	5	0	0	364516	12,475		S	Titanic
779	0	3	"Kilgannon, Mr. Thomas J"	male		0	0	36865	7,7375		Q	Titanic
780	1	1	"Robert, Mrs. Edward Scott (Elisabeth Walton McMillan)"	female	43	0	1	24160	211,3375	B3	S	Titanic
781	1	3	"Ayoub, Miss. Banoura"	female	13	0	0	2687	7,2292		C	Titanic
782	1	1	"Dick, Mrs. Albert Adrian (Vera Gillespie)"	female	17	1	0	17474	57	B20	S	Titanic
783	0	1	"Long, Mr. Milton Clyde"	male	29	0	0	113501	30	D6	S	Titanic
784	0	3	"Johnston, Mr. Andrew G"	male		1	2	"W./C. 6607"	23,45		S	Titanic
785	0	3	"Ali, Mr. William"	male	25	0	0	"SOTON/O.Q. 3101312"	7,05		S	Titanic
786	0	3	"Harmer, Mr. Abraham (David Lishin)"	male	25	0	0	374887	7,25		S	Titanic
787	1	3	"Sjoblom, Miss. Anna Sofia"	female	18	0	0	3101265	7,4958		S	Titanic
788	0	3	"Rice, Master. George Hugh"	male	8	4	1	382652	29,125		Q	Titanic
789	1	3	"Dean, Master. Bertram Vere"	male	1	1	2	"C.A. 2315"	20,575		S	Titanic
790	0	1	"Guggenheim, Mr. Benjamin"	male	46	0	0	"PC 17593"	79,2	"B82 B84"	C	Titanic
791	0	3	"Keane, Mr. Andrew ""Andy"""	male		0	0	12460	7,75		Q	Titanic
792	0	2	"Gaskell, Mr. Alfred"	male	16	0	0	239865	26		S	Titanic
793	0	3	"Sage, Miss. Stella Anna"	female		8	2	"CA. 2343"	69,55		S	Titanic
794	0	1	"Hoyt, Mr. William Fisher"	male		0	0	"PC 17600"	30,6958		C	Titanic
795	0	3	"Dantcheff, Mr. Ristiu"	male	25	0	0	349203	7,8958		S	Titanic
796	0	2	"Otter, Mr. Richard"	male	39	0	0	28213	13		S	Titanic
797	1	1	"Leader, Dr. Alice (Farnham)"	female	49	0	0	17465	25,9292	D17	S	Titanic
798	1	3	"Osman, Mrs. Mara"	female	31	0	0	349244	8,6833		S	Titanic
799	0	3	"Ibrahim Shawah, Mr. Yousseff"	male	30	0	0	2685	7,2292		C	Titanic
800	0	3	"Van Impe, Mrs. Jean Baptiste (Rosalie Paula Govaert)"	female	30	1	1	345773	24,15		S	Titanic
801	0	2	"Ponesell, Mr. Martin"	male	34	0	0	250647	13		S	Titanic
802	1	2	"Collyer, Mrs. Harvey (Charlotte Annie Tate)"	female	31	1	1	"C.A. 31921"	26,25		S	Titanic
803	1	1	"Carter, Master. William Thornton II"	male	11	1	2	113760	120	"B96 B98"	S	Titanic
804	1	3	"Thomas, Master. Assad Alexander"	male	0,42	0	1	2625	8,5167		C	Titanic
805	1	3	"Hedman, Mr. Oskar Arvid"	male	27	0	0	347089	6,975		S	Titanic
806	0	3	"Johansson, Mr. Karl Johan"	male	31	0	0	347063	7,775		S	Titanic
807	0	1	"Andrews, Mr. Thomas Jr"	male	39	0	0	112050	0	A36	S	Titanic
808	0	3	"Pettersson, Miss. Ellen Natalia"	female	18	0	0	347087	7,775		S	Titanic
809	0	2	"Meyer, Mr. August"	male	39	0	0	248723	13		S	Titanic
810	1	1	"Chambers, Mrs. Norman Campbell (Bertha Griggs)"	female	33	1	0	113806	53,1	E8	S	Titanic
811	0	3	"Alexander, Mr. William"	male	26	0	0	3474	7,8875		S	Titanic
812	0	3	"Lester, Mr. James"	male	39	0	0	"A/4 48871"	24,15		S	Titanic
813	0	2	"Slemen, Mr. Richard James"	male	35	0	0	28206	10,5		S	Titanic
814	0	3	"Andersson, Miss. Ebba Iris Alfrida"	female	6	4	2	347082	31,275		S	Titanic
815	0	3	"Tomlin, Mr. Ernest Portage"	male	30,5	0	0	364499	8,05		S	Titanic
816	0	1	"Fry, Mr. Richard"	male		0	0	112058	0	B102	S	Titanic
817	0	3	"Heininen, Miss. Wendla Maria"	female	23	0	0	"STON/O2. 3101290"	7,925		S	Titanic
818	0	2	"Mallet, Mr. Albert"	male	31	1	1	"S.C./PARIS 2079"	37,0042		C	Titanic
819	0	3	"Holm, Mr. John Fredrik Alexander"	male	43	0	0	"C 7075"	6,45		S	Titanic
820	0	3	"Skoog, Master. Karl Thorsten"	male	10	3	2	347088	27,9		S	Titanic
821	1	1	"Hays, Mrs. Charles Melville (Clara Jennings Gregg)"	female	52	1	1	12749	93,5	B69	S	Titanic
822	1	3	"Lulic, Mr. Nikola"	male	27	0	0	315098	8,6625		S	Titanic
823	0	1	"Reuchlin, Jonkheer. John George"	male	38	0	0	19972	0		S	Titanic
824	1	3	"Moor, Mrs. (Beila)"	female	27	0	1	392096	12,475	E121	S	Titanic
825	0	3	"Panula, Master. Urho Abraham"	male	2	4	1	3101295	39,6875		S	Titanic
826	0	3	"Flynn, Mr. John"	male		0	0	368323	6,95		Q	Titanic
827	0	3	"Lam, Mr. Len"	male		0	0	1601	56,4958		S	Titanic
828	1	2	"Mallet, Master. Andre"	male	1	0	2	"S.C./PARIS 2079"	37,0042		C	Titanic
829	1	3	"McCormack, Mr. Thomas Joseph"	male		0	0	367228	7,75		Q	Titanic
830	1	1	"Stone, Mrs. George Nelson (Martha Evelyn)"	female	62	0	0	113572	80	B28		Titanic
